script,label
DWAYNE,2
"Boy, if you weren't such a skinny little bitch you coulda been in the military or something",3
JAY,2
Whatever,3
 I don't need the military,3
 I taught myself how to do this shit,3
DWAYNE,2
I hear that,3
 I taught myself how to eat pussy,3
 And cut my own hair,3
Jay jogs the watermelon a safe distance away,1
 He returns   and pulls out a detonator,1
 Dwayne snatches it,1
DWAYNE,2
This one's all me,3
" (makes ""radio"" sounds) ",4
"Mr. President, we have enemies at the gate",3
 Give me the order,3
" (more ""radio"" sounds) ",4
" Fuck that, sir",3
 I don't negotiate with terrorists!,3
Dwayne presses a button and,1
BOOM!,1
The explosion is so powerful that it sprinkles our guys'   smiling faces with fruit juice,1
INT,5
" KITCHEN, NICE HOUSE - DAY",5
Large and early-90s chic,1
" Dwayne and Jay have the fridge   open, fixing themselves a cold cut plate",1
 Dwayne is debating   the amount of meat on the plate,1
adds some more,1
DWAYNE,2
Wanna make sure I get enough calories,3
JAY,2
I thought you wanted to get diesel for the summer,3
 Bang that towel girl at the community pool,3
9,0
DWAYNE,2
It's obvious you don't know shit-all about physical fitness,3
" You gotta bulk up first, then you slim down",3
 I'm clearly in the bulk up phase,3
 I told you to watch Pumping Iron like a month ago,3
" If you'd listened to me, maybe you'd know what the fuck I'm talking about",3
(BEAT),4
Grab some RC Cola,1
INT,5
" LIVING ROOM, NICE HOUSE - DAY",5
The shades are drawn,1
 We hear a girl scream bloody murder!,1
The guys are watching FRIDAY THE 13TH PART 3,1
in 3D,1
 They   both wear cheap cardboard glasses,1
Jay jumps back as Jason wields a 3D ax,1
JAY,2
"Shit, man!",3
 It's so real!,3
"Dwayne reaches out, ""touching"" the 3D images",1
 He stands and   starts humping the air,1
DWAYNE,2
Check it out,3
 I ain't afraid of Jason,3
 I'm fucking him,3
(THRUSTING HARDER),4
" You like that, Jason?",3
 In the mask!,3
Jay cracks up,1
 The lights flick on,1
 GRIZZLED VOICE (O.S.),2
Who are you two fags fucking?,3
"Standing by the switch is Dwayne's dad, JERRY 70s",1
" Most   people just call him ""THE MAJOR""",1
The faded USMC tattoo on   his thick forearm explains why,1
JAY,2
"Afternoon, Major",3
Dwayne flops back onto the couch,1
DWAYNE,2
"Dad, we're watching a flick",3
 We got 45 minutes and a potential 3D sex scene left,3
 You're sorta coming in at the worst possible moment,3
10,0
MAJOR,2
"I bought that TV set so I could watch my programs, not so you and your friend could louse up my couch",3
DWAYNE,2
You gotta learn how to share the common space,3
MAJOR,2
The only thing common in this house is you,3
 You remind me of your damn mother,3
" Fat, dumb, and in my way",3
The Major grabs Dwayne and pulls him up off the couch,1
 He   gets right in his face,1
"scary, intense",1
 Dwayne turns to Jay,1
DWAYNE,2
Let's get outta here,3
 This movie sucks anyway,3
Jay gets up and files out the door,1
 Dwayne goes to take the   cold cut plate,1
 The Major grabs his arm,1
MAJOR,2
"I paid for the damn cold cuts, too",3
" Maybe if you had a job, or a fucking prospect, or a clue how to find any of the above, I'd let you eat 'em",3
DWAYNE,2
(QUIETLY),4
"You know, you can be a real sonofabitch, dad",3
MAJOR,2
"That's what it takes, boy",3
" In the Corps, men like you wore dresses to keep us entertained",3
DWAYNE,2
That's pretty fucking disturbing!,3
Dwayne storms off,1
EXT,5
 NICE HOUSE - DAY,5
"Dwayne and Jay head out, passing a brand new pickup truck in   the driveway",1
 Dwayne spits on it,1
DWAYNE,2
Fuck The Major!,3
The guys get in a shitty Ford Aerostar minivan and peel out,1
11,0
INT,5
 DIVE STRIP CLUB - DAY,5
"R. Kelly's ""Ignition (Remix)"" pumps",1
"Large, fake breasts, sparkling with cheap body glitter and   pierced at the nipples, shake before us",1
" Their owner, JUICY  (27), a petite Latina, phones in a lap dance as Dwayne pours   his heart out to her",1
"Somewhere in the background, Jay hangs at the bar, all alone",1
DWAYNE,2
and he thinks he knows me,3
 He don't know shit,3
 I got ideas he could never dream of,3
 I got plans bigger than his fucking house,3
(BEAT),4
He didn't even raise me,3
 My mother did,3
 That was a good woman,3
JUICY,2
Oh yeah?,3
 What happened to her?,3
"Dwayne shifts, uncomfortably, at the sore subject",1
DWAYNE,2
She passed on,3
JUICY,2
I hope you're not one of those guys that comes here looking to get mothered,3
DWAYNE,2
"I wouldn't mind nursing on them titties, mamacita",3
JUICY,2
Sure,3
 Whatever you say,3
" Maybe just keep quiet for a while, forget about your old man and let me do my thing",3
DWAYNE,2
I wish I could forget about that asshole for good,3
 I'm just waiting around for him to drop dead,3
 Don't wanna mess with my inheritance,3
This piques Juicy's interest,1
JUICY,2
What kinda inheritance?,3
12,0
DWAYNE,2
"When my dad got outta the service, he started buying lotto tickets",3
 He'd play his dog tag numbers,3
" In '91, the fucker won five million bucks",3
   INSERT PHOTO: The Major holding a giant cardboard check,1
DWAYNE,2
"He had some health problems a few years back, and since then he's been burning through the money like an NBA draft pick",3
 Probably only got a million or two left,3
 But it's mine as soon as he kicks,3
"   Behind inch-long fake eyelashes, Juicy's shrewd eyes narrow,   mind working",1
" She straddles Dwayne, tightly",1
JUICY,2
"You know, with a million bucks, you could have anything",3
 Be like a king,3
 (almost a moan),4
 King Dwayne,3
DWAYNE,2
That's right,3
 And maybe I'll make you my queen,3
 Let you polish my royal scepter,3
JUICY,2
Practice makes perfect,3
"   Juicy pantomimes a long, slow chicken head",1
 Dwayne is blissed   out,1
" She smiles at him, sticky sweet",1
JUICY,2
Let me ask you a question,3
do you really hate your daddy?,3
DWAYNE,2
Hate him like the Steelers,3
JUICY,2
Then maybe I can help you get that money now,3
 Before he spends another penny,3
Dwayne looks confused,1
" Juicy puts his hands on her breasts,   emboldening him",1
JUICY,2
I know a guy in Baltimore,3
 He could help you out,3
 Probably do it for,3
 (sizing him up) ,4
100Gs,3
13,0
DWAYNE,2
Do what?,3
"Juicy leans in, whispers softly in Dwayne's ear -",1
JUICY,2
Kill your mean old dad,3
"On Dwayne's face as this new possibility pinballs around his   mind, setting off a flood of different emotions",1
JUICY,2
"So, what do you think",3
you ready for your crown?,3
INT,5
 MUSTANG - NIGHT - MOVING,5
Will has one pizza left in the back of his car,1
 He pulls   over outside an office building,1
INT,5
" LAW FIRM, OFFICE BUILDING - NIGHT",5
Rows of cubicles,1
" Speckled with late night STRAGGLERS, bleary   eyes, too busy generating detailed lists of places they'd   rather be to notice the pizza boy walking along",1
" Will stops   before one such work station, looks on for a beat",1
WILL,2
Rio?,3
KATE (25) turns from the glow of her computer screen,1
" She   has short, messy hair and a sarcastic smile",1
 This is the   girl from the picture in Will's apartment,1
KATE,2
That's the plan,3
" Five days, six nights",3
 Culture,3
 Beaches,3
 Acceptable probability of kidnapping,3
 I leave in the morning,3
"Kate looks back at her computer, logged onto an Expedia   checkout page for a Rio vacation",1
" She moves the mouse pointer   from the ""proceed"" key",1
closes the window,1
KATE,2
This morning I loaded up an African Safari and a cruise to Alaska,3
WILL,2
"Oh, the places you'll go",3
KATE,2
Fuck Expedia,3
 Travel Advisor,3
 Making it seem so easy,3
14,0
WILL,2
It is,3
 Just do it,3
 Get away for a while,3
KATE,2
Even if I could afford that,3
they fired two other paralegals last week,3
 Now's not the time to be putting in for vacation days,3
WILL,2
Ok,3
 Done,3
 I've got my dose of the actual working world,3
 Can we eat?,3
Will lays a pizza down on her desk,1
KATE,2
How do you keep sneaking up here past the security guard?,3
WILL,2
He's there like half the time,3
 The other half I smile at him,3
 I'm relatively certain he's a homosexual,3
KATE,2
Interesting theory,3
"Kate opens the pizza box, grabs a slice",1
KATE,2
Maybe I should set him up with Tom Small,3
 He came out to me today on Facebook,3
WILL,2
That kid beat the hell out of me and Chet in grammar school,3
 Wow,3
KATE,2
Tell me about it,3
" He fingered me at junior prom while they were playing ""No Scrubs""",3
WILL,2
(WINCES),4
Really?,3
 What a fucking scrub,3
Will grabs a slice,1
 They eat quietly for a beat,1
KATE,2
"So, I've got some news",3
15,0
WILL,2
"I thought the Tom Small stuff was enough of a headline, but go ahead",3
KATE,2
I'm getting back together with Mark,3
Will's delicious pizza suddenly tastes like shit,1
 He does   his best to swallow it down,1
WILL,2
But you,3
you broke up with him,3
ended the relationship,3
 Finality was had,3
KATE,2
"Yeah, but we were talking and -",3
WILL,2
Forget it,3
 I don't want to know,3
KATE,2
You sound like Chet,3
WILL,2
"Woah, don't compare me to your brother",3
KATE,2
"Well, neither one of you seems to care that I don't have a life",3
 Mark's not perfect,3
but a relationship is better than working late every Friday because I have nowhere else to be,3
WILL,2
Sure,3
 I get it,3
 Here we are,3
 Friday night,3
 Nowhere to be,3
"Kate shoves Will, good-naturedly",1
KATE,2
You know what I mean,3
"Will shrugs, quietly devastated",1
 Goes back to his pizza,1
INT,5
 SPORTS BAR - NIGHT,5
Most of the PATRONS are fixated on an Orioles game blaring   from a large flat-screen TV,1
"At a booth in back, Dwayne and Jay are in deep conversation",1
16,0
JAY,2
I don't wanna stick my nose into a family matter,3
but killing your old man?,3
 That's pretty messed up,3
"I mean, unless you think it isn't",3
DWAYNE,2
"What we have here is a classic ""lesser of two evils"" debate",3
 You got one evil: me shaving a few years off The Major's shitty life,3
 Then you got the other evil: The Major ruining my entire awesome life by blowing through my inheritance,3
" Maybe I'm biased, but mine sure as shit seems like the lesser",3
JAY,2
I guess I,3
sorta see where you're coming from,3
 And you have been waiting around forever for that money,3
" You deserve it, Dwayne",3
"Dwayne nods, seriously",1
DWAYNE,2
"You know, there's a reason I sleep 'til noon everyday",3
 And it ain't 'cause I'm lazy,3
 It's on account of me having so many goddamn dreams,3
 Big ones,3
" And once that money's mine, they're all gonna come true",3
"Dwayne takes a long sip of beer, contemplative",1
DWAYNE,2
Like I had this one dream last night,3
 I was cruising through town in a Lamborghini Diablo,3
" The wind was blowing through my hair, ruffling my open shirt",3
 There was a hot little piece of ass sitting next to me,3
" And in the back seat, Jay",3
was you,3
 Strapped,3
 Wearing a pair of Oakleys,3
JAY,2
Wow,3
" I didn't know you dreamt about me, Dwayne",3
DWAYNE,2
"It was only this once, Jay",3
" To be honest, I didn't know what to make of it",3
" So I consulted my dream book, and found out it means this: you're my road dog",3
 You got my back,3
(MORE),4
17,0
DWAYNE (CONT'D),2
That's why I want to make you my partner,3
JAY,2
In what?,3
DWAYNE,2
In crime,3
 And business,3
" You see, it ain't just about the inheritance money",3
 It's about what I'm gonna do with it,3
Dwayne leans across the table,1
DWAYNE,2
I'm about to clue you in on something,3
 And then you'll understand the true magnitude of what's at stake here,3
 Are you ready?,3
JAY,2
Yes,3
 I'm totally ready,3
DWAYNE,2
Then answer me this,3
what's this town missing?,3
 I'll give you a hint,3
" It's a cash business, crawling with sexy bitches",3
JAY,2
(BEAT),4
A Chinese food restaurant?,3
DWAYNE,2
No,3
 A tanning salon,3
(BEAT),4
Think about it,3
 All that green,3
 All that brown flesh,3
"Jay nods, thinking about",1
 He smiles,1
DWAYNE,2
It's also the perfect front for a prostitution ring,3
JAY,2
"Yeah, of course",3
 Because of the booths,3
DWAYNE,2
Yes,3
 And because of the bitches,3
(BEAT),4
It can all be ours,3
" 30 percent for you, 70 percent for me",3
 You just gotta help me out here,3
18,0
Jay looks conflicted,1
" Dwayne goes dark, like a spurned lover",1
DWAYNE,2
I'm starting to wonder if my dream book was wrong about you,3
 Maybe you sitting behind me doesn't mean you're my road dog,3
" Maybe it means you're plotting to stab me in the back, like some snake in the grass",3
JAY,2
That's crazy,3
 I'd never do something like that,3
 The dream book was right!,3
"Jay looks Dwayne in the eyes, knows it's all or nothing",1
JAY,2
Ok,3
 I'll do it,3
 But I'm not shooting him or anything,3
 I'll hold him while you shoot him,3
 That's it,3
Dwayne chuckles,1
DWAYNE,2
"Here's a fact: they don't build prisons for criminals, they build them for idiots",3
" Shit, they got three different types of CSI on TV, just laying out how the police do their business",3
"and still, idiots like you think you can just go out and do a murder yourself",3
(BEAT),4
"If you wanna be a millionaire, you gotta think like one",3
 And millionaires don't kill people,3
 They hire assassins,3
 Which I did,3
 We gotta pay him on Tuesday,3
JAY,2
What?,3
 Why would you do that?,3
DWAYNE,2
I was presented with an opportunity,3
 I took it,3
 100 thousand bucks for a highly trained assassin is a steal,3
JAY,2
But we don't have that kinda money,3
DWAYNE,2
Now we're addressing the real problem: how do we get the 100 grand?,3
" 'Cause once we get that, we get the million",3
(MORE),4
19,0
DWAYNE (CONT'D),2
"And once we get the million, we will literally own this town and every single thing in it",3
JAY,2
I guess we could just,3
rob a bank,3
 One of these local banks with nothing but a dipshit security guard,3
DWAYNE,2
"Again, not quite thinking like a millionaire",3
JAY,2
"Okay, then let's hire someone to rob a bank",3
Dwayne thinks about this for a second,1
DWAYNE,2
"Fuck hiring them, we could just force someone to rob a bank for us",3
" Like with blackmail, or death threats, or -",3
JAY,2
(ALMOST INVOLUNTARILY),4
 A bomb,3
 Everyone's scared of a bomb,3
DWAYNE,2
I was gonna say hypnotism,3
but I like that,3
 It's out of the fucking box,3
" We just strap one to some motherfucker's chest, like we did to those watermelons",3
 Think you can you build some kinda bomb vest?,3
JAY,2
"Yeah, I mean",3
camel jockeys do it in caves,3
 I got a garage workshop,3
DWAYNE,2
I'm pretty sure this is exactly how a millionaire would do it,3
" And the beauty of it is: we don't lose any sleep, 'cause no one gets hurt",3
JAY,2
Except The Major,3
DWAYNE,2
Yeah,3
 The Major dies,3
 But no one gets hurt,3
Dwayne smiles,1
 But a nagging thought interrupts him -,1
20,0
DWAYNE,2
There's just one problem,3
 Where do we get our guy?,3
" 'Cause if we do a kidnapping, then we're right back where we started",3
doing shit that's gonna get us caught,3
(MIND WORKING),4
 What we need is someone to come to us,3
to a place where we can control the situation,3
 Someone without any connection to us,3
"The guys stare at each other, stumped",1
 Until something   catches Dwayne's attention,1
a local commercial playing on   the flat-screen,1
 A PIZZA CHEF slides a pizza into a box -,1
PIZZA CHEF,2
(ON TV),4
 We'll deliver anywhere in 30 minutes or less!,3
 Or your pizza is free!,3
" Giorgio's Trattoria, where the customer gets what they want",3
pronto!,3
The guys look at each other,1
DWAYNE,2
Sometimes fate just takes out its cock and slaps you in the face with it,3
INT,5
 CHET'S APARTMENT - DAY,5
A hand grabs a beer from the fridge,1
 VOICE (O.S.),2
You're not trying to draw a psycho pension,3
you really are crazy!,3
Will heads into the living room with the beer,1
 The voice   belongs to Danny Glover,1
 The guys are watching Lethal Weapon,1
Murtaugh (Danny Glover) has just stopped Riggs (Mel Gibson) from killing himself,1
" Riggs looks at him, crazily, before -",1
RIGGS,2
(ON TV),4
 I'm hungry,3
 I'm gonna get something to eat,3
Chet looks over at Will,1
" He is drunk, and in a dark mood",1
CHET,2
Maybe you should pace yourself,3
 It's noon on a Saturday,3
WILL,2
"Fridge is full, man",3
 We're all good,3
21,0
Will drains half his beer,1
WILL,2
Let me ask you a question,3
 You remember Tom Small?,3
CHET,2
"Yeah, he used to kick our asses",3
WILL,2
Turns out he was probably jerking off to it afterwards,3
 He's gay,3
CHET,2
I hope he chokes on a dick,3
 I never liked him,3
WILL,2
Your sister did,3
 She let him finger blast her,3
 Big time,3
Chet pauses the movie,1
CHET,2
What the fuck are you talking about?,3
 I don't want that shit in my head,3
WILL,2
Sorry,3
 Kate told me about it last night,3
 I thought you should know,3
CHET,2
You two were swapping stories about getting fingered?,3
 That's pretty cute,3
Chet chuckles,1
" Will ignores him, sips his beer",1
WILL,2
The point I'm trying to make is this: Tom Small was an asshole,3
 He was totally wrong for your sister,3
 Just like every other guy she's ever dated,3
 Right through to that Mark dude she's gonna get back together with,3
 Un-be- fuck-me-lievable,3
CHET,2
Whatever,3
 Why the fuck are we talking about who my sister goes out with?,3
"At a loss, Will shrugs",1
" Chet turns back to the TV, presses   play",1
 Lethal Weapon resumes,1
 Something blows up,1
 Chet   pauses the movie and stares at Will for a beat,1
22,0
"CHET
",2
You sneaky son of a bitch,3
"you want   to fuck my sister, don't you?",3
"WILL
",2
"Chet, I really don't",3
"CHET
",2
  My twin sister?,3
 Which is basically  like fucking me!,3
"WILL
",2
"         Hey, if you guys had that twin ESP   shit this would be a completely   different situation",3
 There'd be   logistical problems,3
"CHET
",2
  We look exactly alike!,3
"WILL
",2
         You look like a lot of people,3
 You're   a normal looking dude,3
"CHET
",2
         This is so fucked up I can't even   begin to process it,3
 How long has   this been going on?,3
"WILL
",2
         If I had to put my finger on   it,3
middle school-ish,3
"CHET
",2
"  So all those sleepovers, they were  just some kind of opportunity for  you to peek in Kate's bedroom?",3
"WILL
",2
         It might have happened a few times,3
   Most of them were accidental,3
"CHET
",2
         You're a peeping Tom,3
" You realize   that, don't you?",3
 You're a sexual   fucking deviant,3
"WILL
",2
         Fuck you,3
 I'm as normal as they   come,3
 Your sister is attractive,3
"   She excites me, in a sexual way",3
   Fucking sue me,3
 Can't we just be   adults about it?,3
23,0
CHET,2
You?,3
 An adult?,3
 Sort of stretching the term,3
WILL,2
"Hey, let's not say shit we can't take back",3
CHET,2
Take back?,3
" Will, you got kicked out of junior college for punching a professor that made fun of some poem you wrote",3
WILL,2
That poem was about your sister!,3
CHET,2
"That is, literally, the saddest thing I have ever heard",3
 Like retards playing freeze tag sad,3
 No wonder you deliver pizzas for a living,3
WILL,2
Fuck you!,3
 Maybe I was just hanging out with you for your sister,3
 You were always a whiny little bitch,3
 And you stuttered,3
" All the kids used to call you ""Chutter""",3
CHET,2
Whatever,3
 I only started hanging out with you because you had a Nintendo,3
WILL,2
Did you see my Nintendo naked?,3
 Because I saw your sister changing into her swimsuit at your thirteenth birthday pool party,3
 And it was the highlight of the whole shitty event,3
Chet bites his lip,1
CHET,2
Okay,3
 You wanna do this?,3
WILL,2
I think we already are,3
CHET,2
"Well, you know who I saw naked?",3
 Jenny Rifkin,3
 While I was nailing her,3
 The week after she dumped you,3
(MORE),4
24,0
CHET (CONT'D),2
Why do you think every time you wanna bet on whose cock's bigger I'm always willing to go in?,3
 'Cause I know mine's bigger,3
 'Cause she told me!,3
WILL,2
Wow,3
wow,3
 You pulled a Judas on Jenny fucking Rifkin,3
 That is messed up,3
 Almost as messed up as how I sold your Cal Ripken signed ball for 200 bucks,3
CHET,2
My grandpa left me that ball in his will!,3
 You helped me look for it for a month!,3
WILL,2
Now you know why we never found it,3
Will bows,1
WILL,2
We done here?,3
Chet's face is red with anger,1
CHET,2
Not quite yet,3
 There's actually a mystery I wanna solve for you,3
(BEAT),4
I was the one who told John Tanner about how your mom fucked that lifeguard,3
" And I always felt awful about it, because even though he swore secrecy, he told everyone else in town",3
 And then your parents wound up getting divorced,3
 But now,3
I don't give a shit,3
WILL,2
What?,3
 You ruined,3
my fucking life!,3
Will takes a swing at Chet,1
 He dodges it and puts Will in   some sort of choke hold,1
CHET,2
