CONTINUED:,0
"PLAY A FRANTIC FOOT CHASE, both men scramble over chain- link fences, leap over trashed cars",1
"GREER pursues the PSYCHO around a corner, into a passageway between buildings--",1
#NAME?,1
"Greer ducks fast, the blow catches him inthearm, he drops his gun",1
"The PSYCHO moves to pick uptheweapon, but Greer tackles him against a dumpster",1
Greer SLAMS the dumpster lid on the man repeatedly,1
GREER,2
You have the right to remain silent--,3
"But the PSYCHO has grabbed something from the trash, manages to SQUIRT BUG SPRAY in Greer's eyes",3
"Greer's blinded temporarily, the PSYCHO squirms away, running from between buildings across a street--",3
"WHAM! He's hit full-on by a SEMI, his body FLIES through the air",3
"He LANDS HARD on cement, but amazingly is still alive",3
"He tries to get up, but--",3
GREER plants a foot on his chest and holds him fast against the ground,3
"Greer, still wiping at this eyes, points his weapon at the PSYCHO's head",3
GREER (CONT'D),2
Stay with me asshole--,3
PSYCHO,2
Why would I do that?,3
"The PSYCHO grins-- then his head lolls back, eyes empty",3
INT,0
PSYCHO'S LAIR - NIGHT,5
"PETERS is by a WOMAN'S BODY on the floor, holding a pocket SCANNER close to her head",1
This small device resembles an iPhone,1
"There's tape over the woman's eyes and mouth, which Peters peels away as she speaks into a tiny cellphone earpiece",1
PETERS,2
Is this Kathy Welles,3
"? My name is Jennifer Peters, with the FBI's surrogate crime division",3
(CONTINUED),4
,0
,0
,0
,0
7,0
CONTINUED:,0
"ON SCANNER-- the name ""KATHY WELLES,"" ""REPORTED STOLEN,"" contact information below",1
EXT,0
ABANDONED PROJECTS - NIGHT,5
"ON GREER'S SCANNER - ""NEW-U RENTAL AGENCY,"" with an ID",1
"NUMBER, but no name",1
"GREER kneels beside the PSYCHO's body, pockets his scanner",1
"He's angry but resigned, he was half expecting this",1
THE SEMI DRIVER is still behind the wheel of his rig,1
He calls out to Greer,1
SEMI DRIVER,2
Am I in trouble?,3
GREER,2
(waves him off),4
"Nah, go back to work",3
"GREER rises as his PHONE CHIMES, he touches his earpiece",1
"IN BG, the DRIVER pulls away",1
GREER (CONT'D),2
PETERS (FILTER),2
GREER,2
He's a rental,3
"He disconnects, reaches to turn the PSYCHO's head to one side",1
The back of his skull is smashed,1
"Instead of gore and brains, we see torn GRAY PLASTIC and dense CIRCUITRY, oozing pinkish hydraulic fluid at his neck",1
"We're in a world of SURROGATES, remotely operated synthetic humans (also known as SYNTHs)",1
"These are not artificially-intelligent robots-- each is linked directly to a human being, miles or hundreds of miles away",1
Surrogates are distinguishable from flesh-and-blood humans primarily by their physical perfection-- ugly surrogates are rare,1
"On closer look, their eyes may have an inhuman quality",1
"Without a human mind sending and receiving impulses, they are completely inert",1
"Suddenly the PSYCHO comes to life, spins his head around at an impossible angle and BITES GREER'S HAND",1
(CONTINUED),4
,0
,0
,0
,0
8,0
CONTINUED:,0
He won't let go,1
"Greer stomps on the-PSYCHO's head, reaches with his other hand into the back of the skull to wrench out a CIRCUIT BOARD",1
"The PSYCHO finally stops writhing, disconnected",1
INT,0
PSYCHO'S LAIR - NIGHT,5
PETERS talks on the phone while scanning a SEVERED HEAD,1
PETERS,2
"I don't recommend reconnecting,",3
Ms,3
Welles hello?,3
"The WOMAN on the floor TWITCHES, her eyes open",1
"She sits up on her elbows, looks down to see--",1
#NAME?,1
"The bottom half of her is missing, her tattered T-shirt covers the damage, soaked with dark green and pink liquids-- coolant and hydraulic fluids",1
VICTIM,2
"Aw crap, I'm totalled!",3
PETERS,2
Your insurance ought to cover it,3
EXT,0
ABANDONED PROJECTS - NIGHT,5
"GREER trudges toward the building, on his cell, leaving the body behind",1
He turns the CIRCUIT BOARD over in his fingers,1
GREER,2
--trash pick-up on Maple and 4th,3
DISPATCHER (FILTER),2
"Coulda just called it in, we'd a shut him down from here--",3
GREER,2
Any ID from the rental agency?,3
DISPATCHER (FILTER),2
"Yeah, got a name from their office in",3
Miami,3
"Ness, Harold P",3
GREER,2
(A BEAT),4
Harry P,3
Ness,3
DISPATCHER,2
Oh,3
False ID?,3
(CONTINUED),4
,0
,0
,0
,0
9,0
CONTINUED:,0
GREER,2
You think?,3
DISPATCHER,2
"Don't be in a rush to get home,",3
Tom,3
Two surries down outside The,3
"Pit, hard-core club on F street",3
"GREER picks up the pace, heads OUT OF FRAME",1
CUT TO:,0
EXT,0
WAREHOUSE DISTRICT - NIGHT,5
"START ON THE BLONDE, eyes empty, face against the cement",1
PETERS,2
Abandoned,3
GREER,2
Or something happened to the operator,3
"GREER and PETERS stand over the corpse, a UNIFORM stands nearby",1
Greer holds his SCANNER near her head,1
GREER (CONT'D),2
"Registered to a Cameron Michaels, out in Clarksburg",3
(TO UNIFORM),4
You call her?,3
UNIFORM,2
Left a message,3
GREER is leaning closer to the dead Blonde's face,1
X-CLOSE-- CRACKS in the GLASS of her eye,1
We see GREER'S,1
FRAGMENTED REFLECTION as he peers at this,1
GREER,2
Optics are damaged,3
PETERS,2
Musta cracked when she fell,3
(TO UNIFORM),4
There's a second?,3
"The UNIFORM leads GREER and PETERS past the blonde, into the alley",1
,0
,0
,0
,0
10,0
INT,0
ALLEYWAY - NIGHT,5
"TUXEDO lies on his side, eyes closed",1
We can hear MUSIC,1
THROBBING from within,1
UNIFORM,2
Couldn't get an ID from this one,3
"GREER kneels by Tuxedo, looks at his fancy CUFFLINKS",1
GREER,2
A tux? Kind of over-dressed for a jacker joint,3
GREER pulls out his scanner,1
"BY TUXEDO's FACE, the SCANNER reads ""NO SIGNAL",1
"""",1
GREER seems surprised,1
PETERS looks over his shoulder,1
PETERS,2
Maybe he's real,3
GREER,2
Little too pretty for that,3
"GREER lifts one of Tuxedo's eyelids-- CLOSE, shattered",1
"GLASS, ELECTRONICS visible within",1
GREER (CONT'D),2
He's synth all right,3
PETERS,2
Looks like the optics exploded,3
"Greer reaches behind Tuxedo's head, pulls out a small specially-shaped TOOL and pries up the PANEL at the back of Tuxedo's skull",1
He pulls out--,1
"THE CIRCUIT BOARD, melted and scorched",1
GREER,2
So much for the identity chip,3
PETERS,2
I'll call for a pick-up,3
Maybe diagnostics can make sense of it,1
"Greer stands up, looks toward the Blonde's body",1
GREER,2
"Clarksburg's just up the 270, let's talk to our witness",3
(CONTINUED),4
,0
,0
,0
,0
11,0
CONTINUED:,0
PETERS,2
(a glance at her watch),4
You always work these kind of hours?,3
GREER,2
Got something better to do?,3
PETERS,2
Besides sleep?,3
"Greer is already on the move, Peters reluctantly follows",1
CUT TO:,0
EXT,0
1-270 - NIGHT,5
A slightly futuristic sedan speeds through light late- night traffic,1
We hear the VOICE of the PROPHET,1
PROPHET (RADIO),2
You feel you are free,3
"You can be what you want, do what you want, nothing can hurt you",3
But you have ceased to live,3
INT,0
FBI CAR - NIGHT,5
GREER drives,1
PETERS has her eyes closed in the passenger seat,1
THE VOICE on the RADIO continues IN BG through scene,1
PROPHET (RADIO),2
"You think you control your surrogates, but it is they who have taken over your lives",3
"You lie in your cells, pale and fat prisoners, while the puppets walk and dance and make love",3
Peters BLINKS and comes to,1
GREER,2
Welcome back,3
PETERS,2
(re the radio),4
Are we actually listening to the,3
Prophet? We oughta lock this guy up and throw away the key,3
(off Greer's shrug),4
"So is this ""know thine enemy?""",3
(CONTINUED),4
,0
,0
,0
,0
12,0
CONTINUED:,0
GREER,2
"The Human Coalition isn't ""the enemy",3
"""",3
PETERS,2
"You're kidding, right? The",3
Dreads've gotta be behind half the crimes against surries nationwide--,3
GREER,2
"""Dreads",3
"""",3
PETERS,2
"They dread the present, they dread",3
THE FUTURE--,3
(points at radio),4
You know this joker's calling for an uprising,3
"In Denver, we got the go- ahead to jam his broadcasts",3
GREER,2
Sounds like they're doing a bang-up job out there,3
Why'd you transfer?,3
PETERS,2
D,3
C,3
"'s the heart of the action, right? Plus my ex and I were in the same office, it got a little uncomfortable",3
(BEAT),4
You get along with your last partner?,3
GREER,2
Till he retired,3
Had no idea he was that old,3
PROPHET (RADIO),2
,0
"But this I promise soon the abominations shall fall where they stand and on that day of resurrection, the dead shall rise",3
EXT,0
MODERN APARTMENTS - NIGHT,5
MOVE ACROSS the facade of a suburban apartment complex,1
"A RED GLOW suffuses most of the windows, all of which are",1
BARRED,1
"In this warm light, we glimpse OPERATORS in reclining chairs, motionless",1
"They could be watching TV, but no sets are in sight",1
MOVE TO FIND GREER and PETERS as they exit the sedan and pass a sign,1
"""SURROGATE-READY UNITS AVAILABLE.""",1
,0
,0
,0
,0
13,0
INT,0
MODERN APARTMENTS/CORRIDOR- NIGHT,5
"GREER and PETERS walk along an almost prison-like corridor, SURVEILLANCE CAMERAS, heavy doors",1
They follow an empty-faced walking MANNEQUIN in an ugly pantsuit,1
This is the LANDLADY,1
Her mouth moves like a ventriloquist's dummy as she speaks self-consciously,1
LANDLADY,2
"I been having problems with my surrie, this is just a loaner",3
Is there some kind of trouble?,3
GREER,2
Nothing to worry about,3
LANDLADY,2
"Cam's a good tenant, y'know",3
"Pays the rent on time, never leaves the apartment",3
GREER,2
Who does?,3
LANDLADY,2
(POUNDS on a door),4
"Cam? Wake up, the police are here to talk to you",3
INT,0
CAM'S APARTMENT - NIGHT,5
The LANDLADY undoes the MULTIPLE LOCKS on the door of a small one-room apartment,1
She opens it and lets GREER and PETERS inside,1
A RED GLOW from the far end of the room-- GREER flicks on overheads,1
The Landlady hovers by the door as they move into the place,1
"It's minimalist, nothing on the walls",1
Empty pizza boxes,1
"Skirts, stockings, high-heels strewn around haphazardly",1
"We also glimpse a large CHARGING CRADLE, contact points embedded in the foam inside, shaped to accomodate a curvaceous female body",1
GREER,2
Hello?,3
"A fat, hairy arm hangs over the side of a high-tech",1
CHAIR,1
The two feds move quickly to see--,1
"--CAMERON MICHAELS, a 40-ish, overweight, bald male in his underwear",1
"BLOOD runs from his nose, his face twitches slightly he lies in a STIM CHAIR",1
(CONTINUED),4
,0
,0
,0
,0
14,0
CONTINUED:,0
"STIM CHAIRS resemble-oversized massage chairs, contoured to the body, with padded head supports",1
They vibrate and electronically stimulate the user to prevent atrophy,1
A SENSORY PROJECTOR sits beside the chair,1
This device looks like a COMPUTER TOWER,1
It's linked to an elaborate,1
"HEADSET, with contact points around the skull",1
There's also a MONITOR SCREEN which displays the operator's remote POV,1
LANDLADY,2
"Oh my God, Cameron--",3
"GREER quickly detaches the headset, rips a small",1
ELECTRONIC SLEEVE off of Cameron's fingertip,1
He checks the man's pupil response and pulse,1
GREER,2
Call the paramedics,3
"While Peters calls in BG, GREER moves to the PROJECTOR'S",1
MONITOR SCREEN and taps a touchpad,1
ON SCREEN - STATIC,1
GREER REWINDS to POVs at the hard- core CLUB,1
"FAST FORWARD to the ALLEY, making out with",1
TUXEDO,1
"This is a recording of recent experience, as seen through the eyes of the BLONDE",1
GREER switches to real-time,1
Tuxedo breaks the kiss and turns to look OS,1
TUXEDO (ON SCREEN),2
"Get lost, meatbag",3
"As Tuxedo turns back TO CAMERA, we hear a hideous",1
"ELECTRONIC SCREECH, Tuxedo's face contorts in pain and his EYES BURST, fragments of GLASS and ELECTRONICS fly",1
"The POV reels, we hear the Blonde's SCREAM-- and STATIC again fills the screen",1
"GREER is disturbed by this, looks again at the unconscious, quivering face of the man in the chair",1
CUT TO:,0
INT,0
D.C. SUBWAY - NIGHT,5
"A mostly empty car, scattered SURRIE PASSENGERS ride stiffly, zoned out, empty expressions except for a long-haired DREAD, one of the anti-surrogate fanatics",1
"He's disheveled, hippyish, SHOUTS into the empty faces of the surrogates",1
(CONTINUED),4
,0
,0
,0
,0
15,0
CONTINUED:,0
DREAD,2
Wake up! Wake up! Zombies!,3
Shitpuppetsl Abominations!,3
"He moves to a YOUNG COUPLE, both slack-faced, on standby",1
DREAD (CONT'D),2
Wake up and smell the piss!,3
He starts to UNZIP in front of them,1
GREER,2
Not cool,3
The DREAD turns-- GREER is holding up a BADGE,1
"The Dread scowls, zips up and moves away from Greer, plunks down at the end of the car",1
Greer pockets his badge calmly,1
EXT,0
GREER'S BUILDING - DAWN,5
"GREER approaches an urban APARTMENT COMPLEX on foot, carrying a bag of TAKE-OUT FOOD",1
"HIGH FENCES, SECURITY",1
"CAMERAS and SCANNERS, all commonplace in this world",1
We see the RED GLOW from a few windows,1
INT,0
GREER'S BUILDING/HALLWAY - DAWN,5
GREER moves tiredly down a long hallway to his apartment,1
He punches in a CODE at the door,1
INT,0
GREER'S APARTMENT/LIVING ROOM - DAWN,5
"GREER enters, crosses a living room that's been decorated in a spare, modern style",1
INT,0
GREER'S APARTMENT/KITCHEN - DAWN,5
"GREER sets the bag down on a table, fills a glass with",1
WATER and moves down a hallway to a BEDROOM,1
INT,0
GREER'S APARTMENT/BEDROOM -- DAWN,5
"GREER enters the bedroom, places the water glass on a bedside table beside--",1
#NAME?,1
"He looks five years older, twenty pounds heavier than his surrogate",1
He's in a STIM,1
"RECLINER, attached to a SENSORY PROJECTOR like the one we saw on Cameron Michaels",1
RED LIGHT suffuses the room,1
(CONTINUED),4
,0
,0
,0
,0
16,0
CONTINUED:,0
"GREER, a surrogate we now realize, undresses, puts his clothes aside in a CLOSET-- which also contains a foam- filled CHARGING CRADLE",1
"Down to his underwear, he backs into this, seems to relax",1
We hear a low HUM and--,1
--the REAL GREER's eyes open,1
"He disconnects the HEADSET and FINGERSLEEVE, the RED GLOW is replaced by WHITE",1
LIGHT,1
"He sits up, yawns and sips the water",1
"He rises wearily, stretches, runs a hand through his thinning hair",1
He moves to shut the closet door on his synth unit,1
As it CLOSES--,1
CUT TO:,0
INT,0
GREER'S APARTMENT/KITCHEN - MORNING,5
"GREER (the real one) sits at the table in a bathrobe, finishing the food his surrogate brought home",1
As he empties the remains into the trash--,1
#NAME?,1
"She's Greer's wife, a stylish young woman, looking ridiculously good for someone who's just gotten up",1
"Maggie starts at the sight of Greer, begins to retreat",1
It's as if she's stumbled upon him in the bathroom,1
MAGGIE,2
"Oh, sorry--",3
GREER,2
It's OK,3
Come in--,3
MAGGIE,2
But where's your,3
GREER,2
Put him up,3
I was about to get some sleep,3
"Maggie enters the kitchen, not looking directly at Greer",1
"She puts some bread in a toaster, prepares coffee",1
MAGGIE,2
You just get in?,3
GREER,2
"Some poor cross-sexual had an aneurysm while he was online, had to get him to a hospital",3
"Maggie winces, disturbed by her husband's job",1
"She flips on a small flatscreen TV, volume low",1
NEWS and WEATHER,1
(CONTINUED),4
,0
,0
,0
,0
17,0
CONTINUED:,0
MAGGIE,2
I think I need a new stim chair,3
GREER,2
Bedsores? Want me to take a look?,3
MAGGIE,2
(TAKEN ABACK),4
"No thanks, it's just some irritation",3
GREER,2
"Well, there's room on the credit card",3
(BEAT),4
It's been a while since we've actually been together,3
MAGGIE,2
(UNEASY),4
Are you talking about sex?,3
GREER,2
"No, I just meant--",3
MAGGIE,2
Because I think we're doing just fine,3
GREER,2
But that's our surrogates,3
It's not the same,3
MAGGIE,2
It's better,3
(SHRUGS),4
"I wish that instead of working every night, you would come out with me, go dancing, we used to have such a good time--",3
GREER,2
I was thinking more like a vacation,3
An island somewhere,3
MAGGIE,2
(likes the idea),4
Bridget said she got an amazing deal on a surrie rental in Tahiti-- she looked just like a native,3
GREER,2
I mean a real vacation-- just us,3
Leave our synth units home,3
(CONTINUED),4
,0
,0
,0
,0
18,0
CONTINUED: (2),0
MAGGIE,2
(HORRIFIED),4
And get on a plane?,3
Her TOAST pops up,1
Maggie takes it with her coffee out of the room,1
"She shakes her head, amused at Greer's crazy ideas",1
MAGGIE (CONT'D),2
Sleep well,3
She takes her breakfast through a door in the hall just off the kitchen-- we can't see inside the room,1
We hear the DOOR LOCK behind her,1
"GREER looks after his wife, a bit dejected",1
In the quiet he registers a voice from the TV,1
COMMERCIAL V.0.,2
Remember it wasn't long ago,3
"ON TV - the sign ""AIR QUALITY - UNHEALTHFUL",1
"""",1
PEDESTRIANS with surgical MASKS and even GASMASKS,1
"The sign ""QUARANTINE",1
""" BODIES in a MASS GRAVE",1
"The sign ""TERROR ALERT - HIGH",1
""" A BUSY CITY STREET",1
"Suddenly, a massive EXPLOSION, a car bomb going off",1
"From the blast, BLEACH TO WHITE",1
COMMERCIAL V.0. (CONT'D),2
Now a better world,3
"A BEAUTIFUL GIRL ENTERS FRAME, turns TO CAMERA and smiles",1
"Behind her, more happy, healthy, handsome YOUNG",1
"PEOPLE in an abstract, WHITE SPACE",1
"WIDER, there are",1
THOUSANDS of them,1
COMMERCIAL V.0. (CONT'D),2
Virtual Self Industries,3
ON TV - The LOGO for VSI comes on the screen,1
COMMERCIAL V.0. (CONT'D),2
Do what you want,3
Be what you want,3
CUT TO:,0
INT,0
COLLEGE DORM - DAY,5
"A wood-paneled hallway of an Ivy League dorm, TWO MALE",1
"UNDERGRADS (pimply, glasses, overweight, clearly not surries) KNOCK on a dorm room door",1
(CONTINUED),4
,0
,0
,0
,0
19,0
CONTINUED:,0
UNDERGRAD #1,2
"Yo, Canter!",3
UNDERGRAD #2,2
Maybe he's still hung over,3
UNDERGRAD #1,2
He's gonna miss the exam,3
They try the door-- unlocked,1
INT,0
DORM ROOM - DAY,5
"As soon as they enter, the UNDERGRADS choke on the stench, covering their noses",1
UNDERGRAD #1,2
"Aw, Jesus",3
"IN THE BED is a YOUNG MALE CORPSE, a SENSORY PROJECTOR attached to his head, the RED GLOW",1
"OVERHEAD LIGHTS flick on to reveal goopy BLOOD at his nose and ears, the pillow soaked",1
GREER (V.0.),2
"Tuxedo's operator turned up, student at Yale name of Anthony",3
Canter,3
CUT TO:,0
INT,0
FBI BUILDING/GREER'S OFFICE - DAY,5
"Cluttered with papers, two desks",1
GREER sits before a,1
"TERMINAL, staring at his screen",1
GREER,2
They're uploading his memory file,3
Seems we're dealing with an actual homicide,3
"PETERS, at the other (much neater) desk, leans in to look over Greer's shoulder while the file uploads",1
PETERS,2
You sound pleased,3
GREER,2
"Well, you get a little tired of property crime, vandalism--",3
(CONTINUED),4
,0
,0
,0
,0
20,0
CONTINUED:,0
PETERS,2
Thought you took your job seriously,3
Surrogates are extensions of people's selves--,3
GREER,2
"What are you, quoting VSI?",3
PETERS,2
The Supreme Court,3
"ANTHONY STONE, Greer's BOSS, has entered Greer's office during the above",1
"He's silver-haired, friendly, in perfect shape-- another surrogate",1
He's clearly heard this argument before,1
PETERS (CONT'D),2
Synthetic units have the same rights as biologicals,3
GREER,2
"Yeah, yeah",3
"Fact is, most of the people you refer to as Dreads are just too poor to afford a synth",3
You think they like living on reservations?,3
PETERS,2
That's humanist propaganda,3
"The restricted areas were their idea, they hate being around surries",3
STONE,2
"Get a room, you two",3
"He leans between them, hits a button on Greer's computer",1
"ON SCREEN - A NEW HAVEN PD LOGO at the top of the screen, indicating this is an EVIDENCE FILE",1
"In a large WINDOW,",1
TUXEDO'S POV RECORDING plays,1
We now see the foreplay in the alley from the other perspective,1
"FOOTSTEPS, Tuxedo pulls away from the BLONDE--",1
#NAME?,1
TUXEDO's,1
VOICE: -,1
TUXEDO (O.S.),2
"Get lost, meatbag",3
"THE ASSASSIN narrows his eyes-- then WHITE LIGHT fills the screen, the BLONDE'S SCREAM CUTS OUT as the audio goes",1
Then STATIC and BLACKNESS,1
"GREER, PETERS and STONE react to this",1
(CONTINUED),4
,0
,0
,0
,0
21,0
CONTINUED: (2),0
GREER,2
Poor kid,3
Pathologist said his brains looked like soup,3
PETERS,2
(WINCES),4
What could do that to someone?,3
STONE,2
"Lightning strike, according to forensics",3
A massive power surge shoots through the network,3
GREER,2
"Two people in a narrow alley, surrounded by fire escapes, cell towers",3
?,3
STONE,2
"Got a better idea? In any case, let's be discreet about this",3
There'll be panic in the streets if the public gets the idea that using their surries can kill them,3
Greer is rewinding the IMAGE,1
"He points to the face of the ASSASSIN, partly shielded within his helmet",1
"They only get a partial of his face, it ENLARGES and",1
HIGHLIGHTS.,1
GREER,2
"Is he the perp, or just some lookie-loo--?",3
PETERS,2
"He's a ""meatbag"" all right",3
Look at those scars,3
"An INTERCOM beeps, GREER hits a button",3
GREER,2
What you got?,3
INTERCOM VOICE,2
Next of kin,3
You sitting down?,3
Kid's father is Lionel Alexander,3
Canter,3
The Lionel Canter,3
"GREER, PETERS and STONE take this in, stunned",1
STONE leans closer to the intercom,1
(CONTINUED),4
,0
,0
,0
,0
